DEPLOYMENT_PERIOD,SENSOR,TIMESTAMP,VARIABLE,DEPTH,VALUE
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-24T15:00:00Z,Temperature,2,2.53
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-24T16:00:00Z,Temperature,2,2.557
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-24T17:00:00Z,Temperature,2,2.477
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-24T18:00:00Z,Temperature,2,2.503
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-24T19:00:00Z,Temperature,2,2.477
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-24T20:00:00Z,Temperature,2,2.45
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-24T21:00:00Z,Temperature,2,2.45
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-24T22:00:00Z,Temperature,2,2.396
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-24T23:00:00Z,Temperature,2,2.343
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-25T00:00:00Z,Temperature,2,2.316
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-25T01:00:00Z,Temperature,2,2.343
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-25T02:00:00Z,Temperature,2,2.37
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-25T03:00:00Z,Temperature,2,2.396
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-25T04:00:00Z,Temperature,2,2.396
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-25T05:00:00Z,Temperature,2,2.37
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-25T06:00:00Z,Temperature,2,2.396
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-25T07:00:00Z,Temperature,2,2.37
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-25T08:00:00Z,Temperature,2,2.37
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-25T09:00:00Z,Temperature,2,2.262
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-25T10:00:00Z,Temperature,2,2.289
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-25T11:00:00Z,Temperature,2,2.316
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-25T12:00:00Z,Temperature,2,2.37
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-25T13:00:00Z,Temperature,2,2.37
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-25T14:00:00Z,Temperature,2,2.396
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-25T15:00:00Z,Temperature,2,2.423
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-25T16:00:00Z,Temperature,2,2.396
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-25T17:00:00Z,Temperature,2,2.423
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-25T18:00:00Z,Temperature,2,2.423
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-25T19:00:00Z,Temperature,2,2.423
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-25T20:00:00Z,Temperature,2,2.37
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-25T21:00:00Z,Temperature,2,2.37
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-25T22:00:00Z,Temperature,2,2.343
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-25T23:00:00Z,Temperature,2,2.316
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-26T00:00:00Z,Temperature,2,2.289
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-26T01:00:00Z,Temperature,2,2.289
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-26T02:00:00Z,Temperature,2,2.289
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-26T03:00:00Z,Temperature,2,2.343
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-26T04:00:00Z,Temperature,2,2.316
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-26T05:00:00Z,Temperature,2,2.262
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-26T06:00:00Z,Temperature,2,2.262
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-26T07:00:00Z,Temperature,2,2.236
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-26T08:00:00Z,Temperature,2,2.262
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-26T09:00:00Z,Temperature,2,2.289
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-26T10:00:00Z,Temperature,2,2.262
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-26T11:00:00Z,Temperature,2,2.262
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-26T12:00:00Z,Temperature,2,2.262
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-26T13:00:00Z,Temperature,2,2.289
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-26T14:00:00Z,Temperature,2,2.316
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-26T15:00:00Z,Temperature,2,2.343
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-26T16:00:00Z,Temperature,2,2.316
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-26T17:00:00Z,Temperature,2,2.316
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-26T18:00:00Z,Temperature,2,2.343
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-26T19:00:00Z,Temperature,2,2.316
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-26T20:00:00Z,Temperature,2,2.262
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-26T21:00:00Z,Temperature,2,2.209
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-26T22:00:00Z,Temperature,2,2.182
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-26T23:00:00Z,Temperature,2,2.209
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-27T00:00:00Z,Temperature,2,2.182
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-27T01:00:00Z,Temperature,2,2.155
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-27T02:00:00Z,Temperature,2,2.155
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-27T03:00:00Z,Temperature,2,2.155
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-27T04:00:00Z,Temperature,2,2.155
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-27T05:00:00Z,Temperature,2,2.128
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-27T06:00:00Z,Temperature,2,2.155
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-27T07:00:00Z,Temperature,2,2.101
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-27T08:00:00Z,Temperature,2,2.155
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-27T09:00:00Z,Temperature,2,2.209
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-27T10:00:00Z,Temperature,2,2.182
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-27T11:00:00Z,Temperature,2,2.155
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-27T12:00:00Z,Temperature,2,2.182
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-27T13:00:00Z,Temperature,2,2.155
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-27T14:00:00Z,Temperature,2,2.182
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-27T15:00:00Z,Temperature,2,2.262
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-27T16:00:00Z,Temperature,2,2.182
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-27T17:00:00Z,Temperature,2,2.101
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-27T18:00:00Z,Temperature,2,2.047
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-27T19:00:00Z,Temperature,2,2.021
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-27T20:00:00Z,Temperature,2,1.94
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-27T21:00:00Z,Temperature,2,1.913
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-27T22:00:00Z,Temperature,2,1.913
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-27T23:00:00Z,Temperature,2,1.94
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-28T00:00:00Z,Temperature,2,1.967
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-28T01:00:00Z,Temperature,2,1.967
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-28T02:00:00Z,Temperature,2,1.967
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-28T03:00:00Z,Temperature,2,1.967
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-28T04:00:00Z,Temperature,2,1.94
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-28T05:00:00Z,Temperature,2,1.94
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-28T06:00:00Z,Temperature,2,1.913
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-28T07:00:00Z,Temperature,2,1.94
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-28T08:00:00Z,Temperature,2,1.94
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-28T09:00:00Z,Temperature,2,1.886
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-28T10:00:00Z,Temperature,2,1.913
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-28T11:00:00Z,Temperature,2,1.913
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-28T12:00:00Z,Temperature,2,1.94
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-28T13:00:00Z,Temperature,2,1.967
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-28T14:00:00Z,Temperature,2,1.967
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-28T15:00:00Z,Temperature,2,1.967
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-28T16:00:00Z,Temperature,2,1.967
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-28T17:00:00Z,Temperature,2,1.967
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-28T18:00:00Z,Temperature,2,1.994
2018-Dec-21 to 2019-Apr-10,HOBO-20495241,2018-12-28T19:00:00Z,Temperature,2,1.94
