lon,lat,chl
-64.3124923706055,45.1458320617676,6.70475435256958
-64.2708282470703,45.1458320617676,6.68613815307617
-64.2291641235352,45.1458320617676,6.34005165100098
-64.7291641235352,45.1875,5.12739038467407
-64.6874923706055,45.1875,4.52846336364746
-64.6458282470703,45.1875,5.15881729125977
-64.6041641235352,45.1875,6.00766801834106
-64.3541641235352,45.1875,5.57764053344727
-64.3124923706055,45.1875,6.60181140899658
-64.2708282470703,45.1875,6.78311443328857
-64.2291641235352,45.1875,6.69554662704468
-64.1874923706055,45.1875,6.53552484512329
-64.7291641235352,45.2291679382324,4.66837072372437
-64.6874923706055,45.2291679382324,4.9462366104126
-64.6458282470703,45.2291679382324,5.14888763427734
-64.6041641235352,45.2291679382324,5.41258430480957
-64.5624923706055,45.2291679382324,5.3792872428894
-64.5208282470703,45.2291679382324,5.17338418960571
-64.4791641235352,45.2291679382324,4.25025987625122
-64.4374923706055,45.2291679382324,4.25025987625122
-64.3541641235352,45.2291679382324,5.37723064422607
-64.3124923706055,45.2291679382324,5.37723016738892
-64.2708282470703,45.2291679382324,5.96498346328735
-64.2291641235352,45.2291679382324,5.9334888458252
-64.1874923706055,45.2291679382324,5.75615358352661
-64.1458282470703,45.2291679382324,6.01842832565308
-64.1041641235352,45.2291679382324,6.54281616210938
-64.0624923706055,45.2291679382324,6.58093357086182
-64.7291641235352,45.2708320617676,4.80286550521851
-64.6874923706055,45.2708320617676,4.80843257904053
-64.6458282470703,45.2708320617676,4.86640739440918
-64.6041641235352,45.2708320617676,5.00874519348145
-64.5624923706055,45.2708320617676,5.36759948730469
-64.5208282470703,45.2708320617676,5.46447229385376
-64.4791641235352,45.2708320617676,5.67478656768799
-64.4374923706055,45.2708320617676,5.47020530700684
-64.3124923706055,45.2708320617676,4.86301612854004
-64.2708282470703,45.2708320617676,4.8630166053772
-64.2291641235352,45.2708320617676,5.65333414077759
-64.1874923706055,45.2708320617676,5.82591485977173
-64.1458282470703,45.2708320617676,6.05057811737061
-64.1041641235352,45.2708320617676,6.66400814056397
-64.0624923706055,45.2708320617676,6.87715816497803
-64.0208282470703,45.2708320617676,7.10889482498169
-63.9791679382324,45.2708320617676,6.83499574661255
-63.9374961853027,45.2708320617676,6.8449387550354
-63.8958320617676,45.2708320617676,6.60710906982422
-64.6874923706055,45.3125,4.599684715271
-64.6458282470703,45.3125,5.03304243087769
-64.6041641235352,45.3125,5.337965965271
-64.5624923706055,45.3125,5.3503475189209
-64.5208282470703,45.3125,5.58625459671021
-64.4791641235352,45.3125,5.37784147262573
-64.3541641235352,45.3125,6.02116775512695
-64.3124923706055,45.3125,6.0211672782898
-64.2708282470703,45.3125,5.96449708938599
-64.2291641235352,45.3125,5.94893264770508
-64.1874923706055,45.3125,5.95211410522461
-64.1458282470703,45.3125,6.62529706954956
-64.1041641235352,45.3125,6.98466539382935
-64.0624923706055,45.3125,7.30939340591431
-64.0208282470703,45.3125,7.56296110153198
-63.9791679382324,45.3125,7.63744449615479
-63.9374961853027,45.3125,7.58838129043579
-63.8958320617676,45.3125,8.14112377166748
-63.8541679382324,45.3125,7.86336040496826
-63.8124961853027,45.3125,8.06071853637695
-63.7708320617676,45.3125,12.528094291687
-64.6874923706055,45.3541679382324,5.71292018890381
-64.6458282470703,45.3541679382324,5.71292018890381
-64.6041641235352,45.3541679382324,5.6832218170166
-64.5624923706055,45.3541679382324,5.8754448890686
-64.5208282470703,45.3541679382324,5.82947635650635
-64.4791641235352,45.3541679382324,6.37099599838257
-64.4374923706055,45.3541679382324,6.47725009918213
-64.3958282470703,45.3541679382324,8.59674549102783
-64.3541641235352,45.3541679382324,8.47990989685059
-64.3124923706055,45.3541679382324,7.51745319366455
-64.2708282470703,45.3541679382324,7.01164960861206
-64.2291641235352,45.3541679382324,6.75389671325684
-64.1874923706055,45.3541679382324,6.82657241821289
-64.1458282470703,45.3541679382324,7.5140118598938
-64.1041641235352,45.3541679382324,8.09445381164551
-64.0624923706055,45.3541679382324,8.41568565368652
-64.0208282470703,45.3541679382324,8.45212841033936
-63.9791679382324,45.3541679382324,8.70292377471924
-63.9374961853027,45.3541679382324,9.81870460510254
-63.8958320617676,45.3541679382324,8.64835357666016
-63.8541679382324,45.3541679382324,8.66166210174561
-63.8124961853027,45.3541679382324,8.71159934997559
-63.7708320617676,45.3541679382324,9.79649543762207
-63.7291679382324,45.3541679382324,9.93378829956055
-63.6874961853027,45.3541679382324,11.3700790405273
-64.6458282470703,45.3958320617676,6.70258235931397
-64.6041641235352,45.3958320617676,6.12470960617065
-64.5624923706055,45.3958320617676,6.84709692001343
-64.5208282470703,45.3958320617676,6.84709692001343
-64.2291641235352,45.3958320617676,4.79044723510742
-64.1874923706055,45.3958320617676,4.79044723510742
