DEPLOYMENT_PERIOD,SENSOR,TIMESTAMP,VARIABLE,DEPTH,VALUE
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-08T04:58:00Z,Temperature,5,8.65
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-08T06:40:00Z,Temperature,5,9.1
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-08T08:22:00Z,Temperature,5,9.24
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-08T10:04:00Z,Temperature,5,9.57
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-08T11:46:00Z,Temperature,5,10.58
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-08T13:28:00Z,Temperature,5,9.65
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-08T15:10:00Z,Temperature,5,9.32
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-08T16:52:00Z,Temperature,5,9.16
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-08T18:35:00Z,Temperature,5,9.38
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-08T20:17:00Z,Temperature,5,9.89
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-08T21:59:00Z,Temperature,5,11.1
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-08T23:41:00Z,Temperature,5,12.19
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-09T01:23:00Z,Temperature,5,12.62
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-09T03:05:00Z,Temperature,5,10.42
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-09T04:47:00Z,Temperature,5,9.04
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-09T06:30:00Z,Temperature,5,8.25
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-09T08:12:00Z,Temperature,5,9.61
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-09T09:54:00Z,Temperature,5,9.42
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-09T11:36:00Z,Temperature,5,9.95
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-09T13:18:00Z,Temperature,5,9.46
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-09T15:00:00Z,Temperature,5,9.24
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-09T16:42:00Z,Temperature,5,8.57
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-09T18:25:00Z,Temperature,5,9.46
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-09T20:07:00Z,Temperature,5,8.21
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-09T21:49:00Z,Temperature,5,8.88
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-09T23:31:00Z,Temperature,5,8.55
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-10T01:13:00Z,Temperature,5,8.35
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-10T02:55:00Z,Temperature,5,8.11
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-10T04:37:00Z,Temperature,5,8.23
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-10T06:19:00Z,Temperature,5,7.95
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-10T08:01:00Z,Temperature,5,8.67
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-10T09:44:00Z,Temperature,5,8.65
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-10T11:26:00Z,Temperature,5,9.67
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-10T13:08:00Z,Temperature,5,10.99
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-10T14:50:00Z,Temperature,5,9.93
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-10T16:32:00Z,Temperature,5,7.95
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-10T18:14:00Z,Temperature,5,7.51
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-10T19:57:00Z,Temperature,5,7.69
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-10T21:39:00Z,Temperature,5,7.85
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-10T23:21:00Z,Temperature,5,9.34
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-11T01:03:00Z,Temperature,5,9.36
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-11T02:45:00Z,Temperature,5,8.96
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-11T04:28:00Z,Temperature,5,8.09
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-11T06:10:00Z,Temperature,5,7.95
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-11T07:52:00Z,Temperature,5,10.24
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-11T09:34:00Z,Temperature,5,10.24
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-11T11:16:00Z,Temperature,5,9.99
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-11T12:58:00Z,Temperature,5,10.24
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-11T14:41:00Z,Temperature,5,11.77
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-11T16:23:00Z,Temperature,5,9.97
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-11T18:05:00Z,Temperature,5,9.4
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-11T19:47:00Z,Temperature,5,10.22
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-11T21:29:00Z,Temperature,5,11.01
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-11T23:11:00Z,Temperature,5,11.51
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-12T00:53:00Z,Temperature,5,11.82
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-12T02:36:00Z,Temperature,5,12.29
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-12T04:18:00Z,Temperature,5,12.6
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-12T06:00:00Z,Temperature,5,12.58
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-12T07:42:00Z,Temperature,5,12.08
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-12T09:24:00Z,Temperature,5,11.12
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-12T11:06:00Z,Temperature,5,11.36
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-12T12:49:00Z,Temperature,5,11.42
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-12T14:31:00Z,Temperature,5,11.79
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-12T16:13:00Z,Temperature,5,12
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-12T17:55:00Z,Temperature,5,11.51
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-12T19:38:00Z,Temperature,5,10.97
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-12T21:20:00Z,Temperature,5,12.04
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-12T23:02:00Z,Temperature,5,12.77
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-13T00:44:00Z,Temperature,5,13.1
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-13T02:27:00Z,Temperature,5,13.08
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-13T04:09:00Z,Temperature,5,13.1
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-13T05:51:00Z,Temperature,5,13.14
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-13T07:33:00Z,Temperature,5,12.93
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-13T09:15:00Z,Temperature,5,12.96
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-13T10:57:00Z,Temperature,5,12.77
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-13T12:39:00Z,Temperature,5,12.85
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-13T14:22:00Z,Temperature,5,12.89
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-13T16:04:00Z,Temperature,5,13.08
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-13T17:46:00Z,Temperature,5,13.33
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-13T19:28:00Z,Temperature,5,13.27
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-13T21:10:00Z,Temperature,5,13.31
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-13T22:52:00Z,Temperature,5,13.29
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-14T00:34:00Z,Temperature,5,13.39
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-14T02:16:00Z,Temperature,5,13.44
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-14T03:58:00Z,Temperature,5,13.39
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-14T05:41:00Z,Temperature,5,13.37
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-14T07:23:00Z,Temperature,5,13
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-14T09:05:00Z,Temperature,5,12.85
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-14T10:47:00Z,Temperature,5,13
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-14T12:30:00Z,Temperature,5,13.18
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-14T14:12:00Z,Temperature,5,12.98
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-14T15:54:00Z,Temperature,5,12.81
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-14T17:36:00Z,Temperature,5,12.93
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-14T19:19:00Z,Temperature,5,13.16
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-14T21:01:00Z,Temperature,5,12.98
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-14T22:43:00Z,Temperature,5,13.14
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-15T00:25:00Z,Temperature,5,13.08
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-15T02:07:00Z,Temperature,5,12.91
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-15T03:49:00Z,Temperature,5,13
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-15T05:31:00Z,Temperature,5,12.73
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-15T07:14:00Z,Temperature,5,12.89
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-15T08:56:00Z,Temperature,5,12.77
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-15T10:38:00Z,Temperature,5,12.52
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-15T12:20:00Z,Temperature,5,12.66
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-15T14:02:00Z,Temperature,5,12.73
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-15T15:45:00Z,Temperature,5,12.96
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-15T17:27:00Z,Temperature,5,12.91
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-15T19:09:00Z,Temperature,5,13.04
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-15T20:51:00Z,Temperature,5,12.73
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-15T22:33:00Z,Temperature,5,13.9
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-16T00:15:00Z,Temperature,5,13.16
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-16T01:57:00Z,Temperature,5,12.98
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-16T03:39:00Z,Temperature,5,12.73
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-16T05:21:00Z,Temperature,5,12.77
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-16T07:04:00Z,Temperature,5,12.89
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-16T08:46:00Z,Temperature,5,13.1
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-16T10:28:00Z,Temperature,5,12.81
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-16T12:11:00Z,Temperature,5,12.91
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-16T13:53:00Z,Temperature,5,12.87
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-16T15:35:00Z,Temperature,5,12.85
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-16T17:17:00Z,Temperature,5,12.91
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-16T18:59:00Z,Temperature,5,12.91
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-16T20:41:00Z,Temperature,5,12.91
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-16T22:23:00Z,Temperature,5,12.91
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-17T00:05:00Z,Temperature,5,13.21
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-17T01:48:00Z,Temperature,5,13.39
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-17T03:30:00Z,Temperature,5,13.41
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-17T05:12:00Z,Temperature,5,13.65
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-17T06:54:00Z,Temperature,5,13.48
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-17T08:36:00Z,Temperature,5,13.44
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-17T10:18:00Z,Temperature,5,13.12
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-17T12:01:00Z,Temperature,5,12.81
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-17T13:43:00Z,Temperature,5,12.91
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-17T15:25:00Z,Temperature,5,12.89
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-17T17:07:00Z,Temperature,5,12.75
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-17T18:50:00Z,Temperature,5,12.83
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-17T20:32:00Z,Temperature,5,13.31
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-17T22:14:00Z,Temperature,5,12.87
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-17T23:56:00Z,Temperature,5,13.02
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-18T01:38:00Z,Temperature,5,12.81
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-18T03:21:00Z,Temperature,5,12.91
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-18T05:03:00Z,Temperature,5,12.64
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-18T06:45:00Z,Temperature,5,13.18
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-18T08:27:00Z,Temperature,5,13.6
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-18T10:09:00Z,Temperature,5,13.81
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-18T11:51:00Z,Temperature,5,13.23
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-18T13:33:00Z,Temperature,5,12.77
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-18T15:15:00Z,Temperature,5,12.64
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-18T16:57:00Z,Temperature,5,12.29
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-18T18:40:00Z,Temperature,5,12.6
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-18T20:22:00Z,Temperature,5,12.79
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-18T22:04:00Z,Temperature,5,12.79
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-18T23:46:00Z,Temperature,5,13.08
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-19T01:28:00Z,Temperature,5,14.21
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-19T03:10:00Z,Temperature,5,14.13
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-19T04:52:00Z,Temperature,5,14.7
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-19T06:35:00Z,Temperature,5,14.3
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-19T08:17:00Z,Temperature,5,14.57
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-19T09:59:00Z,Temperature,5,13.6
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-19T11:41:00Z,Temperature,5,12.91
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-19T13:23:00Z,Temperature,5,12.85
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-19T15:06:00Z,Temperature,5,12.64
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-19T16:48:00Z,Temperature,5,13.46
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-19T18:30:00Z,Temperature,5,14.51
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-19T20:12:00Z,Temperature,5,14.53
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-19T21:54:00Z,Temperature,5,14.28
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-19T23:36:00Z,Temperature,5,13.98
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-20T01:19:00Z,Temperature,5,14.32
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-20T03:01:00Z,Temperature,5,14
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-20T04:43:00Z,Temperature,5,13.86
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-20T06:25:00Z,Temperature,5,13.86
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-20T08:07:00Z,Temperature,5,14.38
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-20T09:49:00Z,Temperature,5,14.7
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-20T11:32:00Z,Temperature,5,13.41
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-20T13:14:00Z,Temperature,5,12.37
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-20T14:56:00Z,Temperature,5,12.64
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-20T16:38:00Z,Temperature,5,13.06
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-20T18:20:00Z,Temperature,5,12.89
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-20T20:03:00Z,Temperature,5,12.98
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-20T21:45:00Z,Temperature,5,13.31
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-20T23:27:00Z,Temperature,5,13.81
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-21T01:09:00Z,Temperature,5,12.31
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-21T02:51:00Z,Temperature,5,11.86
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-21T04:33:00Z,Temperature,5,12.25
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-21T06:15:00Z,Temperature,5,12.35
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-21T07:57:00Z,Temperature,5,12.48
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-21T09:39:00Z,Temperature,5,12.89
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-21T11:22:00Z,Temperature,5,13.02
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-21T13:04:00Z,Temperature,5,12.5
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-21T14:46:00Z,Temperature,5,12.35
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-21T16:28:00Z,Temperature,5,12.44
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-21T18:11:00Z,Temperature,5,12.21
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-21T19:53:00Z,Temperature,5,12.39
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-21T21:35:00Z,Temperature,5,12.77
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-21T23:17:00Z,Temperature,5,12.71
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-22T00:59:00Z,Temperature,5,12.62
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-22T02:41:00Z,Temperature,5,12.25
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-22T04:23:00Z,Temperature,5,12.13
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-22T06:06:00Z,Temperature,5,12.06
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-22T07:48:00Z,Temperature,5,12.1
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-22T09:30:00Z,Temperature,5,12.19
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-22T11:12:00Z,Temperature,5,12.56
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-22T12:54:00Z,Temperature,5,12.85
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-22T14:36:00Z,Temperature,5,12.42
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-22T16:18:00Z,Temperature,5,11.82
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-22T18:01:00Z,Temperature,5,11.94
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-22T19:43:00Z,Temperature,5,12.42
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-22T21:25:00Z,Temperature,5,12.54
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-22T23:07:00Z,Temperature,5,14.02
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-23T00:49:00Z,Temperature,5,14.11
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-23T02:31:00Z,Temperature,5,12.23
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-23T04:14:00Z,Temperature,5,11.86
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-23T05:56:00Z,Temperature,5,11.92
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-23T07:38:00Z,Temperature,5,12.31
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-23T09:20:00Z,Temperature,5,12.48
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-23T11:02:00Z,Temperature,5,13.06
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-23T12:44:00Z,Temperature,5,12.71
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-23T14:27:00Z,Temperature,5,12.13
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-23T16:09:00Z,Temperature,5,11.94
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-23T17:51:00Z,Temperature,5,12.35
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-23T19:33:00Z,Temperature,5,13.25
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-23T21:15:00Z,Temperature,5,15
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-23T22:57:00Z,Temperature,5,15.55
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-24T00:39:00Z,Temperature,5,14.74
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-24T02:22:00Z,Temperature,5,14.07
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-24T04:04:00Z,Temperature,5,14.36
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-24T05:46:00Z,Temperature,5,14.68
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-24T07:28:00Z,Temperature,5,14.72
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-24T09:10:00Z,Temperature,5,14.93
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-24T10:53:00Z,Temperature,5,15.21
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-24T12:35:00Z,Temperature,5,14.55
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-24T14:17:00Z,Temperature,5,13.79
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-24T15:59:00Z,Temperature,5,13.35
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-24T17:41:00Z,Temperature,5,12.89
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-24T19:23:00Z,Temperature,5,12.52
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-24T21:05:00Z,Temperature,5,14.32
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-24T22:47:00Z,Temperature,5,15.1
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-25T00:29:00Z,Temperature,5,15.85
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-25T02:12:00Z,Temperature,5,14.83
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-25T03:54:00Z,Temperature,5,14.15
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-25T05:36:00Z,Temperature,5,14.09
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-25T07:18:00Z,Temperature,5,15.04
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-25T09:00:00Z,Temperature,5,15.08
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-25T10:42:00Z,Temperature,5,14.91
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-25T12:24:00Z,Temperature,5,14.93
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-25T14:06:00Z,Temperature,5,14.7
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-25T15:48:00Z,Temperature,5,14.15
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-25T17:31:00Z,Temperature,5,14.7
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-25T19:13:00Z,Temperature,5,14.51
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-25T20:55:00Z,Temperature,5,15.02
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-25T22:37:00Z,Temperature,5,15.66
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-26T00:19:00Z,Temperature,5,15.77
2019-May-30 to 2019-Oct-19,aquaMeasure-670364,2019-07-26T02:01:00Z,Temperature,5,15.66
